id,actual,clean,mode,smart
3903,e,e,e,e
3904,e,e,e,e
3905,p,e,e,e
3906,e,e,e,e
3907,e,e,e,e
3908,e,e,e,e
3909,e,e,e,e
3910,p,p,p,p
3911,p,p,e,p
3912,e,e,e,e
3913,p,p,e,p
3914,e,e,e,e
3915,e,e,e,e
3916,e,e,e,e
3917,e,e,e,p
3918,p,p,p,p
3919,p,p,p,p
3920,e,e,e,e
3921,e,e,e,e
3922,e,e,e,e
3923,e,e,e,e
3924,p,p,p,p
3925,e,e,e,e
3926,p,e,e,e
3927,e,e,e,e
3928,e,e,e,e
3929,e,e,e,e
3930,e,e,p,e
3931,p,p,p,p
3932,p,p,p,p
3933,e,e,e,e
3934,e,e,e,e
3935,e,e,e,e
3936,e,e,e,e
3937,p,p,p,p
3938,p,p,p,p
3939,e,e,e,e
3940,p,e,e,e
3941,e,e,e,p
3942,p,e,e,e
3943,e,e,e,e
3944,e,e,e,e
3945,p,p,p,p
3946,p,e,e,e
3947,p,p,p,p
3948,e,e,e,e
3949,p,p,p,p
3950,e,e,p,e
3951,e,e,e,e
3952,p,p,p,p
3953,p,p,e,p
3954,e,e,e,e
3955,e,e,e,e
3956,p,p,p,p
3957,e,e,e,e
3958,e,e,e,e
3959,e,e,e,e
3960,p,p,p,p
3961,p,e,e,e
3962,e,e,e,e
3963,e,e,e,e
3964,p,p,p,p
3965,e,e,e,e
3966,e,e,e,e
3967,p,e,e,e
3968,p,e,e,e
3969,p,p,p,p
3970,e,p,p,p
3971,e,e,e,e
3972,p,p,p,p
3973,e,e,e,e
3974,p,p,p,p
3975,e,e,e,e
3976,e,e,e,e
3977,e,e,p,e
3978,p,p,p,p
3979,e,e,e,e
3980,e,e,e,e
3981,p,p,p,p
3982,e,e,e,e
3983,p,p,p,p
3984,p,p,p,p
3985,e,e,e,e
3986,e,e,e,e
3987,e,e,e,e
3988,p,p,p,p
3989,e,e,e,e
3990,p,p,p,p
3991,p,e,e,e
3992,e,e,e,e
3993,e,e,e,e
3994,e,e,e,e
3995,p,p,p,p
3996,e,e,e,e
3997,p,p,p,p
3998,p,p,p,p
3999,e,p,p,p
4000,p,p,p,p
4001,e,e,e,e
4002,e,e,e,e
4003,p,p,p,p
4004,e,e,e,e
4005,e,e,e,e
4006,e,e,e,e
4007,p,p,p,p
4008,p,p,p,p
4009,p,p,p,p
4010,e,e,e,e
4011,e,e,e,e
4012,p,e,e,e
4013,e,e,e,e
4014,e,e,e,e
4015,e,e,p,e
4016,p,p,p,e
4017,p,p,p,p
4018,e,e,e,e
4019,p,p,p,p
4020,e,e,e,e
4021,p,p,p,p
4022,p,p,p,p
4023,p,p,p,p
4024,e,e,p,e
4025,p,e,e,e
4026,p,p,p,p
4027,e,e,e,e
4028,p,p,p,e
4029,e,e,e,e
4030,e,e,e,e
4031,e,e,e,e
4032,p,p,p,p
4033,p,e,e,e
4034,e,e,e,e
4035,p,p,p,p
4036,e,e,e,e
4037,e,e,e,e
4038,e,e,e,e
4039,p,p,p,p
4040,p,e,e,p
4041,e,e,e,e
4042,e,e,e,e
4043,p,p,p,p
4044,e,e,e,e
4045,e,e,e,e
4046,e,e,e,e
4047,p,p,p,e
4048,p,p,p,p
4049,p,p,p,p
4050,p,p,p,e
4051,e,e,e,e
4052,p,p,p,p
4053,e,e,e,e
4054,e,e,e,e
4055,p,p,p,p
4056,p,p,p,p
4057,p,p,p,e
4058,p,p,p,e
4059,e,e,e,e
4060,e,e,e,e
4061,p,p,p,p
4062,e,e,p,e
4063,p,p,p,p
4064,e,e,e,e
4065,e,e,e,e
4066,p,p,p,p
4067,e,e,e,e
4068,p,p,p,p
4069,e,e,e,e
4070,p,p,p,p
4071,e,e,e,e
4072,e,e,e,e
4073,e,e,e,e
4074,p,p,p,p
4075,p,p,p,e
4076,e,e,e,e
4077,p,e,e,e
4078,e,e,e,e
4079,p,p,p,p
4080,p,p,p,p
4081,p,p,p,p
4082,e,e,p,e
4083,e,e,e,e
4084,p,p,p,p
4085,e,e,e,e
4086,p,p,p,p
4087,e,e,e,e
4088,e,e,e,e
4089,e,e,e,e
4090,p,e,p,e
4091,e,e,e,e
4092,p,p,p,e
4093,p,p,p,p
4094,e,e,e,e
4095,e,e,e,e
4096,e,e,e,e
4097,p,p,p,p
4098,p,p,p,p
4099,p,p,p,p
4100,e,e,e,e
4101,p,p,p,p
4102,e,e,e,e
4103,p,p,p,p
4104,p,p,p,e
4105,e,e,e,e
4106,e,e,e,e
4107,e,e,e,e
4108,p,p,p,p
4109,e,e,e,e
4110,e,e,p,e
4111,p,p,p,p
4112,e,e,e,e
4113,p,e,e,e
4114,e,e,e,e
4115,p,p,p,p
4116,e,e,e,e
4117,e,e,e,e
4118,p,p,p,p
4119,p,p,p,p
4120,p,p,p,p
4121,p,p,p,p
4122,e,e,e,e
4123,e,e,p,e
4124,e,e,e,e
4125,e,e,e,e
4126,p,p,p,p
4127,p,e,e,p
4128,p,p,p,p
4129,e,e,p,e
4130,e,e,e,e
4131,p,p,p,p
4132,e,e,e,e
4133,e,e,p,e
4134,e,e,e,e
4135,p,p,p,p
4136,p,e,e,e
4137,e,e,e,e
4138,p,p,e,p
4139,p,p,p,p
4140,p,p,e,p
4141,p,e,e,e
4142,p,p,p,p
4143,p,p,p,p
4144,e,e,e,e
4145,p,p,p,p
4146,p,p,p,p
4147,p,p,p,e
4148,p,p,p,p
4149,e,e,e,e
4150,p,p,p,p
4151,e,e,e,e
4152,e,e,e,e
4153,p,p,p,p
4154,p,p,p,p
4155,e,e,e,e
4156,e,e,e,e
4157,p,e,e,e
4158,p,e,e,e
4159,e,e,e,e
4160,e,e,e,e
4161,e,e,e,e
4162,p,p,p,p
4163,p,p,p,p
4164,p,p,p,p
4165,p,p,p,p
4166,p,p,p,p
4167,e,e,e,e
4168,e,e,e,e
4169,e,e,e,e
4170,p,p,p,p
4171,p,e,e,e
4172,e,e,e,e
4173,e,e,e,e
4174,e,e,p,e
4175,e,e,e,e
4176,p,p,p,p
4177,e,e,p,e
4178,e,e,p,e
4179,p,p,p,p
4180,e,e,e,e
4181,p,p,p,p
4182,p,p,p,e
4183,e,e,e,e
4184,p,p,p,p
4185,p,p,p,p
4186,e,e,p,e
4187,p,p,p,p
4188,e,e,e,e
4189,e,e,e,e
4190,e,e,e,e
4191,p,p,p,p
4192,p,p,p,p
4193,e,e,e,e
4194,p,p,p,p
4195,p,p,p,p
4196,e,e,e,e
4197,p,p,p,p
4198,e,e,e,e
4199,e,e,e,e
4200,e,e,e,e
4201,e,e,e,e
4202,e,e,e,e
4203,p,p,p,p
4204,p,p,p,p
4205,p,p,p,p
4206,e,e,e,e
4207,e,e,e,e
4208,p,p,p,p
4209,p,p,p,p
4210,e,e,e,e
4211,e,e,e,e
4212,e,e,e,e
4213,p,p,e,p
4214,p,e,e,e
4215,p,p,p,e
4216,p,p,p,p
4217,p,p,p,p
4218,e,e,e,e
4219,p,p,p,p
4220,p,p,p,p
4221,e,e,e,e
4222,p,p,p,p
4223,e,e,e,e
4224,p,p,p,p
4225,p,p,p,e
4226,p,p,p,p
4227,p,p,p,p
4228,p,p,p,p
4229,p,e,e,e
4230,e,e,e,e
4231,p,p,e,p
4232,e,e,e,e
4233,e,e,e,e
4234,p,p,p,p
4235,p,p,p,p
4236,e,e,e,e
4237,e,e,e,e
4238,p,p,p,p
4239,e,e,e,e
4240,e,e,e,e
4241,e,e,e,e
4242,p,p,p,p
4243,p,p,p,p
4244,e,e,e,e
4245,p,p,p,p
4246,e,e,e,e
4247,e,e,e,e
4248,p,p,p,e
4249,p,p,p,e
4250,e,e,e,e
4251,p,p,p,p
4252,e,e,p,e
4253,e,e,e,e
4254,e,e,e,e
4255,e,e,e,e
4256,p,p,p,p
4257,p,p,p,p
4258,p,p,p,p
4259,p,p,p,p
4260,e,e,e,e
4261,e,e,e,e
4262,e,e,e,e
4263,p,e,e,e
4264,e,e,e,e
4265,p,p,p,p
4266,e,e,p,e
4267,e,e,e,e
4268,e,e,p,e
4269,e,e,e,e
4270,p,p,p,p
4271,e,e,p,e
4272,p,p,p,e
4273,e,e,e,e
4274,p,p,p,p
4275,p,p,p,p
4276,p,p,p,p
4277,e,e,p,e
4278,e,e,p,e
4279,e,e,e,e
4280,p,p,p,p
4281,p,p,p,p
4282,p,p,p,p
4283,p,p,p,p
4284,p,p,p,p
4285,p,p,p,p
4286,p,p,p,p
4287,p,p,p,p
4288,p,p,p,p
4289,e,e,e,e
4290,p,p,p,p
4291,p,p,p,p
4292,e,e,e,e
4293,e,e,e,e
4294,e,p,p,p
4295,e,e,p,e
4296,p,p,p,p
4297,p,p,p,p
4298,p,p,p,p
4299,e,e,e,e
4300,e,e,e,e
4301,p,p,p,p
4302,p,p,p,p
4303,e,e,e,e
4304,e,e,e,e
4305,p,p,p,p
4306,p,p,p,p
4307,e,e,e,e
4308,e,e,p,e
4309,e,e,e,e
4310,e,e,e,e
4311,e,e,e,e
4312,e,e,p,e
4313,p,p,p,p
4314,p,p,p,p
4315,p,p,p,p
4316,e,e,e,e
4317,e,e,e,e
4318,p,p,p,p
4319,e,e,e,e
4320,p,p,p,p
4321,p,p,p,p
4322,e,e,e,e
4323,p,p,p,e
4324,e,e,e,e
4325,p,p,p,p
4326,p,p,p,p
4327,p,p,p,p
4328,e,e,e,e
4329,e,e,e,e
4330,e,e,e,e
4331,e,e,e,e
4332,e,e,e,e
4333,e,e,e,e
4334,e,e,e,e
4335,p,p,p,p
4336,e,e,e,e
4337,p,p,p,p
4338,p,p,p,p
4339,e,e,e,e
4340,p,p,p,p
4341,e,e,e,e
4342,p,p,p,p
4343,e,e,e,e
4344,p,p,p,p
4345,p,p,p,p
4346,p,p,p,p
4347,e,e,e,e
4348,p,p,p,p
4349,p,p,p,p
4350,e,e,e,e
4351,p,p,p,p
4352,p,p,p,p
4353,p,p,p,p
4354,p,p,p,p
4355,p,p,p,p
4356,e,e,e,e
4357,p,p,p,p
4358,e,e,e,e
4359,p,p,p,p
4360,e,e,e,e
4361,p,p,e,p
4362,e,e,e,e
4363,e,e,e,e
4364,e,e,e,e
4365,e,e,e,e
4366,p,p,p,p
4367,p,p,p,e
4368,e,e,e,e
4369,e,e,e,e
4370,p,p,p,p
4371,p,p,p,p
4372,p,p,e,p
4373,e,e,e,e
4374,p,p,p,p
4375,e,e,e,e
4376,e,e,e,e
4377,p,p,p,p
4378,p,p,p,p
4379,p,p,p,p
4380,p,p,p,p
4381,e,e,p,e
4382,e,e,e,e
4383,p,p,p,p
4384,e,e,e,e
4385,p,p,p,p
4386,p,p,p,p
4387,e,e,e,e
4388,e,e,e,e
4389,p,p,p,p
4390,e,e,p,e
4391,e,e,e,e
4392,p,p,p,p
4393,p,p,p,p
4394,p,p,p,e
4395,e,e,p,e
4396,e,e,e,e
4397,p,e,e,e
4398,e,e,e,e
4399,e,e,e,e
4400,e,e,e,e
4401,p,p,p,p
4402,p,p,p,p
4403,p,p,p,p
4404,e,e,e,e
4405,p,p,p,p
4406,p,p,p,p
4407,e,e,e,e
4408,e,e,e,e
4409,e,e,e,e
4410,e,e,e,e
4411,e,e,e,e
4412,e,e,e,e
4413,e,e,e,e
4414,e,e,p,e
4415,p,p,p,p
4416,e,e,e,e
4417,e,e,p,e
4418,e,e,e,e
4419,e,e,p,e
4420,e,e,e,e
4421,e,e,e,e
4422,e,e,e,p
4423,p,e,e,e
4424,e,e,e,e
4425,e,e,e,e
4426,e,e,e,e
4427,e,e,e,e
4428,e,e,e,e
4429,e,e,e,e
4430,p,p,p,p
4431,e,e,p,e
4432,e,e,e,e
4433,p,p,p,p
4434,p,p,p,p
4435,p,p,p,p
4436,e,e,p,e
4437,p,p,p,p
4438,p,e,p,p
4439,p,p,e,p
4440,e,e,e,e
4441,p,p,p,p
4442,p,p,p,p
4443,p,p,p,e
4444,e,e,e,e
4445,e,e,e,e
4446,p,e,e,e
4447,e,e,e,e
4448,p,p,p,p
4449,p,p,p,p
4450,p,p,p,p
4451,p,p,p,e
4452,e,e,e,e
4453,e,e,e,e
4454,e,e,e,e
4455,p,e,e,e
4456,p,p,p,e
4457,e,e,e,e
4458,e,e,p,e
4459,p,p,p,p
4460,p,p,p,p
4461,e,e,e,e
4462,p,p,p,p
4463,e,e,e,e
4464,p,p,p,e
4465,e,e,p,e
4466,p,e,p,p
4467,e,e,e,e
4468,p,p,p,p
4469,p,e,e,e
4470,e,e,e,e
4471,p,e,e,e
4472,e,e,e,e
4473,p,p,p,p
4474,e,e,e,e
4475,p,p,p,p
4476,e,e,e,e
4477,e,e,e,e
4478,p,e,e,e
4479,e,e,e,e
4480,e,e,p,e
4481,p,p,p,p
4482,e,e,p,e
4483,e,e,e,e
4484,e,e,e,e
4485,p,p,p,p
4486,p,p,p,p
4487,p,e,e,e
4488,p,p,p,p
4489,e,e,e,e
4490,p,p,p,p
4491,p,p,p,p
4492,p,p,p,p
4493,e,e,p,p
4494,p,p,p,p
4495,e,e,e,e
4496,p,p,e,p
4497,p,p,p,p
4498,e,e,p,e
4499,e,e,e,e
4500,p,p,p,p
4501,p,p,p,p
4502,e,e,e,e
4503,e,e,e,e
4504,e,e,e,e
4505,e,e,e,e
4506,e,e,e,e
4507,e,e,e,e
4508,e,e,e,e
4509,e,e,p,p
4510,e,e,p,e
4511,p,p,p,p
4512,e,e,e,e
4513,p,p,p,p
4514,e,e,e,e
4515,e,e,e,e
4516,e,e,e,e
4517,e,e,e,e
4518,e,e,p,e
4519,e,e,e,e
4520,e,e,e,e
4521,e,e,e,e
4522,e,e,p,p
4523,p,p,p,p
4524,e,e,p,e
4525,e,e,e,e
4526,e,e,e,e
4527,e,e,e,e
4528,p,p,p,p
4529,p,p,p,p
4530,p,p,p,p
4531,p,p,p,p
4532,e,e,e,e
4533,e,e,p,e
4534,p,p,p,p
4535,e,e,p,e
4536,p,e,e,e
4537,e,e,e,e
4538,e,e,e,e
4539,e,e,e,p
4540,e,e,e,e
4541,e,e,e,e
4542,e,e,e,e
4543,e,e,e,p
4544,p,e,e,e
4545,p,p,p,p
4546,e,e,p,e
4547,p,e,e,p
4548,p,p,p,p
4549,p,e,e,e
4550,e,e,p,e
4551,e,e,e,e
4552,p,p,e,p
4553,e,e,e,e
4554,e,e,e,e
4555,p,p,p,p
4556,e,e,e,e
4557,e,e,e,e
4558,e,e,e,e
4559,e,e,e,e
4560,p,p,p,p
4561,p,p,p,p
4562,e,e,e,e
4563,e,e,e,e
4564,e,e,p,e
4565,e,e,e,p
4566,p,p,p,p
4567,e,e,e,e
4568,p,p,p,p
4569,e,e,e,e
4570,e,e,e,e
4571,p,p,p,p
4572,e,e,e,e
4573,e,e,p,e
4574,p,p,p,p
4575,p,p,p,p
4576,e,e,e,e
4577,e,e,e,e
4578,p,p,e,p
4579,p,p,p,p
4580,e,e,e,e
4581,e,e,e,e
4582,e,e,e,e
4583,e,e,e,e
4584,e,e,e,e
4585,p,p,p,p
4586,e,e,p,e
4587,p,e,e,e
4588,e,e,e,e
4589,e,e,e,e
4590,e,e,e,e
4591,e,e,e,e
4592,p,p,p,p
4593,p,p,p,p
4594,p,p,p,p
4595,p,e,e,e
4596,e,e,e,e
4597,p,p,p,p
4598,e,e,p,e
4599,e,e,e,e
4600,p,p,p,p
4601,p,p,p,p
4602,p,p,p,p
4603,e,e,e,e
4604,e,e,p,e
4605,p,e,e,e
4606,p,p,p,p
4607,e,e,e,p
4608,e,e,e,e
4609,e,e,e,e
4610,e,e,e,e
4611,e,e,e,e
4612,p,p,p,p
4613,e,e,p,e
4614,p,p,e,p
4615,e,e,p,e
4616,e,e,p,e
4617,e,e,p,e
4618,p,p,p,p
4619,p,p,p,p
4620,p,p,p,e
4621,p,p,p,p
4622,p,p,p,p
4623,p,p,p,p
4624,e,e,p,e
4625,e,e,e,e
4626,e,e,e,e
4627,p,p,p,p
4628,e,e,e,e
4629,e,e,e,e
4630,p,p,p,p
4631,p,p,p,p
4632,p,e,e,e
4633,p,p,p,p
4634,e,e,p,e
4635,p,p,p,p
4636,e,e,e,e
4637,e,e,e,e
4638,e,e,e,e
4639,p,p,p,p
4640,p,p,p,p
4641,p,p,p,p
4642,e,e,e,e
4643,p,p,p,p
4644,p,p,p,p
4645,e,e,e,e
4646,p,p,p,p
4647,e,e,e,e
4648,p,p,p,p
4649,e,e,e,e
4650,p,e,e,e
4651,p,p,p,p
4652,p,p,p,p
4653,e,e,e,e
4654,p,p,p,p
4655,p,p,p,p
4656,e,e,e,e
4657,e,e,e,e
4658,e,e,e,e
4659,p,p,e,p
4660,e,e,e,e
4661,p,p,p,p
4662,e,e,e,e
4663,p,e,e,p
4664,p,e,e,e
4665,e,e,p,e
4666,p,e,p,p
4667,p,p,e,p
4668,e,e,e,e
4669,e,e,e,e
4670,e,e,e,e
4671,p,p,p,p
4672,p,p,p,e
4673,p,p,p,p
4674,e,e,e,e
4675,p,e,e,e
4676,p,p,p,p
4677,e,e,e,e
4678,e,e,e,e
4679,p,p,p,p
4680,p,p,p,p
4681,e,e,e,e
4682,e,e,e,e
4683,e,e,e,e
4684,e,e,e,e
4685,e,e,p,e
4686,e,e,e,e
4687,e,e,p,e
4688,p,p,p,p
4689,e,e,e,e
4690,p,e,e,e
4691,p,p,p,e
4692,e,e,e,e
4693,e,e,e,e
4694,p,p,p,p
4695,p,p,p,p
4696,p,e,e,p
4697,p,p,p,p
4698,e,e,e,e
4699,e,e,p,e
4700,p,p,p,p
4701,e,e,e,e
4702,e,e,e,e
4703,e,e,e,e
4704,p,p,p,p
4705,e,e,p,e
4706,p,p,p,p
4707,e,e,e,e
4708,p,p,p,p
4709,e,p,p,p
4710,p,p,p,p
4711,e,e,e,e
4712,p,p,p,p
4713,p,p,p,p
4714,p,e,e,p
4715,e,e,p,e
4716,e,e,e,e
4717,p,p,p,p
4718,p,p,p,p
4719,e,e,e,e
4720,e,e,e,e
4721,e,e,e,e
4722,p,p,p,p
4723,p,p,p,p
4724,p,p,p,e
4725,p,p,p,p
4726,e,e,p,e
4727,e,e,e,e
4728,e,e,e,e
4729,e,e,e,e
4730,e,e,e,e
4731,p,p,p,p
4732,p,p,p,p
4733,p,p,p,p
4734,e,e,p,e
4735,p,p,p,p
4736,p,e,e,e
4737,e,e,e,e
4738,e,e,e,e
4739,p,e,e,e
4740,p,p,p,p
4741,e,e,e,e
4742,p,p,p,p
4743,e,e,e,e
4744,p,p,p,p
4745,p,p,p,p
4746,e,e,e,e
4747,p,p,p,p
4748,p,p,p,p
4749,e,e,e,e
4750,e,e,e,e
4751,e,e,e,e
4752,e,e,e,e
4753,p,e,e,e
4754,e,e,p,p
4755,e,e,e,e
4756,e,e,e,e
4757,p,p,p,p
4758,e,e,e,e
4759,e,e,e,e
4760,p,p,p,p
4761,e,e,e,e
4762,p,p,p,p
4763,p,p,e,p
4764,p,p,p,e
4765,p,p,p,p
4766,e,e,e,e
4767,e,p,p,p
4768,p,p,p,p
4769,e,e,e,e
4770,p,p,p,p
4771,e,e,e,e
4772,p,p,p,p
4773,p,p,p,p
4774,e,e,e,e
4775,e,e,e,e
4776,e,e,e,e
4777,e,e,e,e
4778,e,e,e,e
4779,e,e,e,e
4780,p,p,p,p
4781,e,e,e,e
4782,p,p,p,e
4783,p,p,p,p
4784,e,e,e,e
4785,p,p,p,e
4786,e,e,e,e
4787,p,p,p,p
4788,p,p,p,p
4789,e,e,e,e
4790,e,e,e,p
4791,e,e,e,e
4792,e,e,e,e
4793,e,e,e,e
4794,p,p,p,p
4795,e,e,e,e
4796,p,p,p,p
4797,e,e,e,e
4798,e,e,e,e
4799,e,e,e,e
4800,e,e,e,e
4801,e,e,e,e
4802,e,e,e,e
4803,p,e,e,e
4804,p,p,p,p
4805,e,e,p,e
4806,e,e,e,e
4807,e,e,e,e
4808,p,p,p,p
4809,p,p,p,p
4810,p,p,p,e
4811,p,p,p,p
4812,p,p,p,p
4813,e,e,e,e
4814,e,e,e,e
4815,p,p,p,p
4816,p,p,p,p
4817,p,p,p,p
4818,e,e,e,e
4819,p,p,p,p
4820,e,e,e,e
4821,e,e,e,e
4822,e,e,e,e
4823,p,p,p,p
4824,e,e,p,e
4825,e,e,e,e
4826,e,e,e,e
4827,e,e,p,e
4828,p,p,p,p
4829,p,p,p,p
4830,e,e,e,e
4831,e,e,e,e
4832,p,p,p,p
4833,e,e,e,e
4834,p,p,p,p
4835,p,p,p,p
4836,e,e,e,e
4837,e,e,e,e
4838,e,e,e,e
4839,e,e,p,e
4840,p,p,p,e
4841,e,e,e,e
4842,e,e,e,e
4843,e,e,e,e
4844,p,p,p,p
4845,e,e,e,e
4846,e,e,e,e
4847,e,e,e,p
4848,e,e,e,e
4849,e,e,p,e
4850,e,e,e,e
4851,e,p,p,p
4852,e,e,e,e
4853,p,p,p,p
4854,e,e,e,e
4855,p,p,p,p
4856,e,e,e,e
4857,e,e,e,e
4858,e,e,e,e
4859,p,p,p,p
4860,e,e,e,e
4861,e,e,e,e
4862,e,e,e,e
4863,e,e,p,e
4864,p,p,p,p
4865,p,p,p,p
4866,e,e,e,e
4867,e,e,e,e
4868,p,p,p,p
4869,p,p,p,p
4870,p,p,p,p
4871,p,p,p,p
4872,e,e,e,e
4873,e,e,p,e
4874,e,e,p,e
4875,e,e,p,e
4876,p,p,p,p
4877,e,e,e,e
4878,p,p,p,p
4879,p,p,p,p
4880,p,p,p,e
4881,e,e,e,e
4882,p,p,p,p
4883,e,e,e,e
4884,e,e,e,p
4885,p,p,p,p
4886,p,p,p,p
4887,e,e,p,e
4888,e,e,e,e
4889,e,e,e,e
4890,p,p,p,p
4891,p,p,p,p
4892,p,p,p,p
4893,e,e,e,p
4894,e,e,e,e
4895,e,e,e,e
4896,p,p,p,p
4897,p,e,e,e
4898,e,e,p,e
4899,p,e,e,e
4900,p,p,p,p
4901,e,e,e,e
4902,e,e,e,e
4903,p,p,p,p
4904,p,p,p,p
4905,e,e,p,e
4906,p,p,p,p
4907,p,p,p,p
4908,e,e,e,e
4909,e,p,p,p
4910,p,e,e,e
4911,p,p,p,p
4912,e,e,e,e
4913,p,p,p,p
4914,p,e,e,e
4915,e,e,e,e
4916,p,p,p,p
4917,e,e,e,e
4918,p,p,p,e
4919,e,e,e,e
4920,e,e,e,e
4921,e,e,e,e
4922,e,e,e,e
4923,p,p,p,p
4924,e,e,e,e
4925,e,e,e,e
4926,p,p,p,p
4927,e,e,e,e
4928,e,e,e,e
4929,e,e,p,e
4930,e,e,e,e
4931,e,e,e,e
4932,e,e,e,e
4933,p,p,p,p
4934,p,p,p,p
4935,p,p,p,p
4936,p,p,p,p
4937,p,e,e,e
4938,p,p,p,p
4939,p,p,p,p
4940,e,e,e,e
4941,p,p,p,p
4942,p,e,e,e
4943,p,p,p,p
4944,p,p,p,p
4945,e,e,p,e
4946,e,e,e,e
4947,p,p,p,p
4948,e,e,p,e
4949,e,e,p,e
4950,p,p,p,p
4951,e,e,e,e
4952,p,p,p,p
4953,p,p,p,p
4954,e,e,e,e
4955,p,p,p,p
4956,e,e,e,e
4957,p,e,e,e
4958,p,p,p,e
4959,e,e,p,e
4960,e,e,e,e
4961,p,p,p,p
4962,e,e,e,e
4963,e,e,e,e
4964,p,p,p,p
4965,e,e,e,e
4966,p,p,p,p
4967,e,p,p,p
4968,e,e,e,e
4969,p,e,e,e
4970,e,e,e,e
4971,e,e,p,p
4972,e,p,p,p
4973,p,p,p,p
4974,e,e,e,e
4975,p,e,e,e
4976,e,e,p,e
4977,e,e,e,e
4978,e,e,e,e
4979,p,p,p,p
4980,p,p,p,p
4981,p,p,p,p
4982,e,e,e,e
4983,e,e,e,e
4984,p,p,p,p
4985,e,e,e,e
4986,p,p,p,p
4987,p,p,p,p
4988,e,e,e,e
4989,p,p,p,p
4990,p,p,p,e
4991,p,p,p,p
4992,p,p,p,p
4993,p,p,p,p
4994,e,e,e,e
4995,e,e,p,e
4996,e,e,e,e
4997,p,p,p,e
4998,p,p,p,p
4999,p,p,p,p
5000,e,e,e,e
5001,p,p,p,p
5002,e,e,e,e
5003,e,e,e,e
5004,e,e,e,e
5005,e,e,p,e
5006,p,p,p,p
5007,p,p,p,p
5008,e,e,e,e
5009,e,e,e,e
5010,p,p,p,e
5011,p,p,p,e
5012,e,e,e,e
5013,e,e,e,e
5014,p,p,p,p
5015,p,p,p,p
5016,p,p,p,p
5017,e,e,e,e
5018,e,e,p,e
5019,e,e,p,e
5020,p,p,e,p
5021,e,e,e,e
5022,p,p,p,p
5023,p,p,p,p
5024,p,p,p,p
5025,p,p,p,p
5026,p,p,p,p
5027,e,e,e,e
5028,p,p,p,e
5029,e,e,e,e
5030,e,e,e,e
5031,e,e,e,e
5032,e,e,e,e
5033,e,e,e,e
5034,p,p,p,p
5035,e,e,e,e
5036,p,p,p,p
5037,e,e,p,e
5038,p,p,p,p
5039,e,e,p,e
5040,e,e,p,e
5041,p,p,p,p
5042,p,p,e,p
5043,p,p,p,p
5044,p,p,p,p
5045,p,p,p,p
5046,e,e,p,e
5047,e,e,e,e
5048,e,e,e,e
5049,p,p,p,p
5050,p,p,p,p
5051,e,e,e,e
5052,p,p,p,p
5053,e,e,e,e
5054,e,e,e,e
5055,e,e,e,e
5056,e,e,e,p
5057,p,p,p,p
5058,e,e,p,e
5059,e,e,e,e
5060,e,e,p,e
5061,p,p,p,p
5062,p,p,p,p
5063,e,e,p,p
5064,e,e,e,e
5065,e,e,e,e
5066,e,e,e,e
5067,e,e,e,e
5068,e,e,e,e
5069,p,p,p,e
5070,p,e,e,p
5071,p,p,p,p
5072,p,p,p,p
5073,p,p,p,p
5074,p,p,p,p
5075,p,p,p,p
5076,e,e,e,e
5077,p,p,e,p
5078,e,e,p,e
5079,p,p,p,p
5080,e,e,p,p
5081,p,p,p,p
5082,e,e,e,e
5083,p,e,e,e
5084,p,e,e,e
5085,e,e,e,e
5086,p,e,e,e
5087,e,e,e,p
5088,p,p,p,p
5089,p,p,p,p
5090,p,p,p,p
5091,e,e,e,e
5092,p,p,p,p
5093,p,p,p,p
5094,p,p,p,p
5095,p,p,p,p
5096,e,e,e,e
5097,p,p,p,p
5098,e,e,p,e
5099,e,e,e,e
5100,e,e,e,e
5101,p,p,p,p
5102,p,p,p,p
5103,e,e,e,e
5104,p,p,p,p
5105,p,p,p,e
5106,p,p,p,p
5107,p,e,e,e
5108,p,p,p,p
5109,e,e,e,e
5110,p,p,p,p
5111,e,e,p,e
5112,e,e,p,e
5113,e,e,e,e
5114,e,e,e,e
5115,p,p,p,p
5116,e,e,e,e
5117,e,e,e,e
5118,e,e,e,e
5119,e,e,e,e
5120,p,p,p,p
5121,e,e,e,e
5122,p,p,p,e
5123,p,p,p,p
5124,e,e,e,e
5125,p,p,p,p
5126,p,e,e,e
5127,e,e,e,e
5128,p,p,p,p
5129,p,p,p,p
5130,p,p,p,e
5131,p,p,p,p
5132,p,p,p,p
5133,p,p,p,p
5134,e,e,e,e
5135,p,p,p,p
5136,e,e,e,e
5137,p,p,e,p
5138,p,p,p,e
5139,e,e,p,e
5140,e,e,p,e
5141,e,e,p,e
5142,p,p,p,p
5143,p,e,e,e
5144,e,e,e,e
5145,e,e,e,e
5146,p,p,p,p
5147,e,e,e,e
5148,e,e,e,e
5149,e,e,e,e
5150,p,p,p,p
5151,e,e,e,e
5152,p,p,p,e
5153,e,e,e,e
5154,e,e,e,e
5155,p,p,p,p
5156,e,p,p,p
5157,e,e,e,e
5158,e,e,e,e
5159,e,e,e,e
5160,e,e,e,e
5161,e,e,e,e
5162,e,e,p,e
5163,p,p,p,p
5164,p,p,p,p
5165,p,p,p,p
5166,p,p,p,p
5167,e,e,e,e
5168,e,e,e,e
5169,e,e,e,e
5170,e,e,e,e
5171,p,e,e,e
5172,e,e,e,e
5173,p,p,p,p
