id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
1337,MED,MED,MED,MED,MED,MED,MED,MED,MED
1338,MED,MED,MED,MED,MED,MED,MED,MED,MED
1339,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1340,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1341,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1342,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1343,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1344,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1345,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1348,MED,MED,MED,MED,MED,MED,MED,MED,MED
1349,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1350,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1351,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1352,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1353,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1354,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1355,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1356,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1357,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1358,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1359,HIGH,MED,MED,MED,MED,MED,LOW,MED,MED
1360,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1361,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1362,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1363,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1364,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1366,MED,MED,MED,MED,MED,MED,MED,MED,MED
1367,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1368,MED,MED,MED,MED,MED,MED,MED,MED,MED
1369,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1370,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1371,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1372,MED,MED,LOW,MED,MED,MED,LOW,MED,MED
1373,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
1374,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1375,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1376,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1377,MED,MED,MED,MED,MED,MED,MED,MED,MED
1378,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1379,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1380,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1381,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1383,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1384,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1385,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1386,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1387,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1388,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1389,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1390,MED,MED,MED,MED,MED,MED,MED,MED,MED
1391,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1392,MED,MED,LOW,MED,LOW,MED,LOW,LOW,MED
1393,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1394,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1395,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1396,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1397,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1398,MED,MED,MED,MED,MED,MED,MED,MED,MED
1399,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1400,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1401,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1402,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1403,MED,MED,MED,MED,MED,MED,MED,MED,MED
1405,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1406,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1407,MED,MED,MED,MED,MED,MED,MED,MED,MED
1408,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1409,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1410,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1411,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1412,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1413,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1414,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1415,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1416,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1417,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1418,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1419,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1420,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1421,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1422,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1423,MED,MED,MED,MED,MED,MED,MED,MED,MED
1424,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1425,MED,MED,MED,MED,MED,MED,MED,MED,MED
1426,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1427,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1428,MED,MED,MED,MED,MED,MED,MED,MED,MED
1429,MED,MED,MED,MED,MED,MED,MED,MED,MED
1430,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1431,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1432,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1433,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1434,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1435,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1436,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1437,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1438,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1439,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1440,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1441,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1442,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1443,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1445,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1447,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1448,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1449,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1450,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1451,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1452,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1453,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1454,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1455,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1456,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1457,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1458,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1460,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1461,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1462,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1464,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1465,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1466,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
1467,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1468,MED,MED,MED,MED,MED,MED,MED,MED,MED
1469,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1470,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1471,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1472,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1473,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1474,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1475,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1476,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1477,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1478,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1479,MED,MED,MED,MED,MED,MED,MED,MED,MED
1480,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1483,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1484,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1485,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1486,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1487,MED,MED,MED,MED,MED,MED,MED,MED,MED
1488,MED,MED,MED,MED,MED,MED,MED,MED,MED
1489,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1490,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1491,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1492,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1493,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1494,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1495,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1496,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1497,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1498,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1500,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1501,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1502,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1503,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1506,MED,MED,MED,MED,MED,MED,MED,MED,MED
1511,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1512,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1513,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1514,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1515,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1516,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1517,MED,MED,MED,MED,MED,MED,MED,MED,MED
1518,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1519,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1520,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1521,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1522,MED,MED,MED,MED,MED,MED,MED,MED,MED
1524,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1525,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1526,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1528,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1529,MED,MED,MED,MED,MED,MED,MED,MED,MED
1530,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1531,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1532,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1533,MED,MED,MED,MED,MED,MED,MED,MED,MED
1534,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1535,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
1536,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1537,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1538,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1540,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1541,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1542,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1543,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1544,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1545,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1546,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1547,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1548,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1549,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1550,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1551,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1552,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1553,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1554,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1555,MED,MED,MED,MED,MED,MED,MED,MED,MED
1557,MED,MED,MED,MED,MED,MED,MED,MED,MED
1558,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1559,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1560,MED,MED,MED,MED,MED,MED,MED,MED,MED
1561,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1562,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1563,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1564,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1565,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1566,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
1567,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1568,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1569,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1571,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1572,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1573,MED,MED,MED,MED,MED,MED,MED,MED,MED
1574,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1575,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1576,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1577,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1578,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1579,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1580,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1581,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1582,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1583,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1584,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1585,MED,MED,MED,MED,MED,MED,MED,MED,MED
1586,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1587,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1588,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
1589,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1590,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1591,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1592,MED,MED,MED,MED,MED,MED,MED,MED,MED
1593,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1594,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1595,MED,MED,MED,MED,MED,MED,MED,MED,MED
1596,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1597,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1598,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1599,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1600,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1601,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
1602,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1603,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
1604,HIGH,MED,MED,MED,HIGH,MED,MED,MED,HIGH
1605,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1606,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1607,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1608,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1609,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1610,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1611,MED,MED,MED,MED,MED,MED,MED,MED,MED
1612,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1613,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1614,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1615,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1616,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1617,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1618,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1619,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1621,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1622,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1623,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
1624,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1625,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1626,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1627,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1628,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1629,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1630,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1631,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1632,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1633,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1634,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1635,MED,MED,MED,MED,MED,MED,MED,MED,MED
1636,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1638,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1639,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1640,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1642,MED,MED,MED,MED,MED,MED,MED,MED,MED
1644,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1645,MED,MED,MED,MED,MED,MED,MED,MED,MED
1646,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1647,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1648,MED,MED,MED,MED,MED,MED,MED,MED,MED
1649,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1650,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1651,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1652,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1653,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1654,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1655,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1656,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1657,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1658,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1660,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1661,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1662,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1663,MED,MED,MED,MED,MED,MED,MED,MED,MED
1665,MED,MED,MED,MED,MED,MED,MED,MED,MED
1666,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1667,MED,MED,MED,MED,MED,MED,MED,MED,MED
1668,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1670,MED,MED,MED,MED,MED,MED,MED,MED,MED
1671,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1672,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1673,MED,MED,MED,MED,MED,MED,MED,MED,MED
1674,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1675,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1676,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1677,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1678,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
1679,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1680,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1681,LOW,LOW,MED,LOW,LOW,LOW,MED,LOW,LOW
1682,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1683,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1684,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1685,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1686,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1687,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1688,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1689,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
1690,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1691,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
1692,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1693,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1694,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1695,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1696,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1697,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1698,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1699,MED,MED,MED,MED,MED,MED,MED,MED,MED
1700,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1701,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1702,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1703,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1704,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1705,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1706,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1707,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1708,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1711,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
1712,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1713,MED,MED,MED,MED,MED,MED,MED,MED,MED
1714,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1715,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1716,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1717,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1719,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1720,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
1721,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1722,MED,MED,MED,MED,MED,MED,MED,MED,MED
1723,MED,MED,MED,MED,MED,MED,MED,MED,MED
1726,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1734,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1735,MED,MED,MED,MED,MED,MED,MED,MED,MED
1737,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1738,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1739,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1741,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1742,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1743,MED,MED,MED,MED,MED,MED,MED,MED,MED
1744,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1745,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1746,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1747,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
1748,MED,MED,MED,MED,MED,MED,MED,MED,MED
1749,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1750,LOW,LOW,MED,MED,LOW,LOW,LOW,LOW,LOW
1751,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1753,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1754,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1755,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1756,MED,MED,MED,MED,MED,MED,MED,MED,MED
1757,MED,MED,MED,MED,MED,MED,MED,MED,MED
1758,MED,MED,MED,MED,MED,MED,MED,MED,MED
1759,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1760,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1762,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1763,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1764,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1765,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1766,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1767,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1768,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1769,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1770,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1771,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1772,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1773,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1774,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1775,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1776,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1777,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1778,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1779,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1780,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1781,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1783,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1784,MED,MED,MED,MED,MED,MED,MED,MED,MED
1785,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1786,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1787,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1788,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1789,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1790,MED,MED,MED,MED,MED,MED,MED,MED,MED
1791,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1792,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1794,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1795,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1796,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
