id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
45651,Neither,Neither,Neither,Neither,Science,Neither
45652,Neither,Play,Neither,Neither,Neither,Neither
45653,Neither,Neither,Neither,Neither,Neither,Neither
45654,Neither,Neither,Neither,Play,Neither,Neither
45655,Neither,Play,Neither,Neither,Play,Neither
45656,Neither,Neither,Neither,Neither,Neither,Neither
45657,Neither,Science,Science,Science,Science,Science
45658,Neither,Neither,Science,Science,Science,Neither
45659,Neither,Neither,Neither,Science,Neither,Neither
45660,Neither,Neither,Neither,Neither,Play,Neither
45661,Neither,Neither,Neither,Play,Science,Neither
45662,Neither,Science,Neither,Science,Science,Neither
45663,Neither,Neither,Neither,Neither,Neither,Neither
45664,Neither,Neither,Neither,Neither,Neither,Neither
45665,Neither,Neither,Neither,Neither,Neither,Neither
45666,Neither,Science,Science,Science,Neither,Neither
45667,Neither,Science,Neither,Science,Science,Neither
45668,Neither,Neither,Neither,Play,Neither,Neither
45669,Neither,Neither,Neither,Play,Science,Neither
45670,Neither,Neither,Neither,Science,Neither,Science
45671,Neither,Neither,Play,Play,Neither,Neither
45672,Neither,Neither,Neither,Play,Science,Neither
45673,Neither,Neither,Science,Play,Neither,Neither
45674,Neither,Science,Neither,Neither,Neither,Play
45675,Neither,Neither,Neither,Play,Neither,Neither
45676,Neither,Neither,Neither,Play,Neither,Neither
45677,Neither,Science,Neither,Play,Neither,Neither
45678,Neither,Science,Science,Neither,Science,Science
45679,Neither,Neither,Neither,Neither,Neither,Neither
45680,Neither,Neither,Science,Science,Neither,Science
45681,Neither,Neither,Neither,Play,Science,Neither
45682,Neither,Neither,Science,Science,Neither,Neither
45683,Neither,Neither,Science,Neither,Science,Neither
45684,Neither,Neither,Neither,Play,Science,Neither
45685,Neither,Neither,Neither,Neither,Neither,Neither
45686,Neither,Neither,Neither,Play,Science,Neither
45687,Neither,Neither,Neither,Science,Neither,Neither
45688,Neither,Science,Neither,Neither,Neither,Neither
45689,Neither,Neither,Neither,Neither,Neither,Neither
45690,Neither,Science,Science,Play,Science,Neither
45691,Neither,Neither,Neither,Play,Neither,Neither
45692,Neither,Neither,Neither,Neither,Neither,Neither
45693,Neither,Neither,Neither,Neither,Neither,Neither
45694,Neither,Neither,Science,Play,Science,Neither
45695,Neither,Neither,Neither,Play,Play,Play
45696,Neither,Neither,Neither,Science,Science,Science
45697,Neither,Neither,Neither,Science,Science,Science
45698,Neither,Science,Science,Neither,Neither,Neither
45699,Neither,Science,Neither,Science,Science,Neither
45700,Neither,Science,Science,Play,Neither,Neither
45701,Neither,Neither,Science,Neither,Neither,Neither
45702,Neither,Neither,Neither,Play,Neither,Neither
45703,Neither,Science,Neither,Neither,Neither,Neither
45704,Neither,Neither,Science,Science,Science,Neither
45705,Neither,Neither,Neither,Neither,Science,Neither
45706,Neither,Neither,Neither,Science,Science,Neither
45707,Neither,Neither,Neither,Play,Science,Neither
45708,Neither,Science,Neither,Neither,Science,Science
45709,Neither,Neither,Neither,Science,Neither,Neither
45710,Neither,Science,Neither,Play,Neither,Neither
45711,Neither,Science,Neither,Science,Science,Neither
45712,Neither,Science,Neither,Neither,Neither,Neither
45713,Neither,Science,Neither,Science,Neither,Neither
45714,Neither,Science,Neither,Neither,Science,Neither
45715,Neither,Science,Neither,Science,Neither,Neither
45716,Neither,Neither,Neither,Science,Science,Neither
45717,Neither,Neither,Science,Science,Neither,Neither
45718,Neither,Science,Science,Science,Science,Neither
45719,Neither,Neither,Neither,Science,Neither,Neither
45720,Neither,Science,Neither,Play,Neither,Neither
45721,Neither,Science,Neither,Science,Neither,Neither
45722,Neither,Neither,Neither,Play,Science,Neither
45723,Neither,Neither,Science,Science,Neither,Neither
45724,Neither,Neither,Neither,Science,Science,Neither
45725,Neither,Neither,Neither,Play,Neither,Neither
45726,Neither,Neither,Neither,Neither,Science,Neither
45727,Neither,Science,Neither,Neither,Science,Science
45728,Neither,Neither,Neither,Science,Science,Science
45729,Neither,Neither,Neither,Neither,Neither,Neither
45730,Neither,Science,Neither,Science,Neither,Neither
45731,Neither,Science,Science,Play,Science,Science
45732,Neither,Science,Neither,Play,Science,Neither
45733,Neither,Science,Neither,Neither,Neither,Neither
45734,Neither,Neither,Neither,Neither,Science,Neither
45735,Neither,Neither,Neither,Neither,Neither,Science
45736,Neither,Neither,Neither,Science,Neither,Neither
45737,Neither,Neither,Neither,Neither,Science,Neither
45738,Neither,Science,Neither,Science,Neither,Neither
45739,Neither,Science,Neither,Play,Neither,Neither
45740,Neither,Neither,Neither,Neither,Neither,Neither
45741,Neither,Neither,Science,Science,Neither,Neither
45742,Neither,Science,Neither,Science,Neither,Neither
45743,Neither,Science,Neither,Neither,Neither,Neither
45744,Neither,Neither,Play,Neither,Neither,Neither
45745,Neither,Science,Neither,Play,Neither,Neither
45746,Neither,Neither,Neither,Play,Science,Neither
45747,Neither,Science,Science,Science,Science,Neither
45748,Neither,Neither,Neither,Neither,Neither,Neither
45749,Neither,Neither,Neither,Neither,Neither,Neither
45750,Neither,Neither,Neither,Neither,Play,Neither
45751,Neither,Neither,Science,Neither,Neither,Neither
45752,Neither,Neither,Play,Play,Science,Neither
45753,Neither,Neither,Neither,Neither,Neither,Neither
45754,Neither,Play,Neither,Neither,Neither,Neither
45755,Science,Science,Science,Science,Science,Science
45756,Neither,Neither,Neither,Science,Neither,Neither
45757,Neither,Neither,Neither,Neither,Neither,Neither
45758,Neither,Neither,Neither,Neither,Science,Play
45759,Neither,Neither,Neither,Neither,Neither,Neither
45760,Neither,Neither,Neither,Play,Science,Neither
45761,Neither,Neither,Neither,Neither,Neither,Science
45762,Neither,Neither,Neither,Neither,Neither,Neither
45763,Neither,Neither,Neither,Play,Neither,Neither
45764,Neither,Neither,Science,Neither,Play,Neither
45765,Neither,Science,Neither,Neither,Neither,Neither
45766,Neither,Neither,Neither,Neither,Neither,Neither
45767,Neither,Science,Neither,Neither,Neither,Neither
45768,Neither,Science,Neither,Play,Neither,Neither
45769,Neither,Neither,Neither,Science,Play,Science
45770,Neither,Neither,Neither,Neither,Science,Neither
45771,Neither,Neither,Neither,Play,Neither,Neither
45772,Neither,Neither,Neither,Neither,Neither,Neither
45773,Neither,Neither,Neither,Play,Neither,Neither
45774,Neither,Neither,Neither,Neither,Neither,Neither
45775,Neither,Neither,Neither,Neither,Neither,Neither
45776,Neither,Science,Science,Science,Neither,Science
45777,Neither,Neither,Neither,Neither,Science,Neither
45778,Neither,Science,Neither,Science,Neither,Science
45779,Neither,Science,Neither,Neither,Neither,Neither
45780,Neither,Neither,Neither,Science,Neither,Play
45781,Neither,Neither,Neither,Science,Neither,Neither
45782,Neither,Neither,Neither,Science,Neither,Neither
45783,Neither,Neither,Neither,Science,Neither,Neither
45784,Neither,Neither,Neither,Play,Science,Neither
45785,Neither,Science,Neither,Science,Neither,Play
45786,Neither,Neither,Science,Science,Science,Neither
45787,Neither,Neither,Neither,Neither,Neither,Neither
45788,Neither,Science,Neither,Play,Neither,Science
45789,Neither,Neither,Science,Science,Play,Science
45790,Neither,Neither,Neither,Science,Neither,Neither
45791,Neither,Neither,Neither,Neither,Neither,Neither
45792,Neither,Neither,Neither,Science,Science,Science
45793,Neither,Neither,Neither,Neither,Neither,Neither
45794,Neither,Science,Science,Science,Neither,Neither
45795,Neither,Science,Neither,Neither,Neither,Neither
45796,Neither,Science,Neither,Play,Science,Neither
45797,Neither,Science,Science,Science,Play,Neither
45798,Neither,Science,Neither,Science,Neither,Neither
45799,Neither,Neither,Neither,Science,Science,Neither
45800,Neither,Science,Neither,Science,Science,Neither
45801,Neither,Science,Neither,Science,Science,Science
45802,Neither,Science,Neither,Science,Neither,Neither
45803,Neither,Science,Neither,Science,Neither,Neither
45804,Neither,Science,Neither,Science,Neither,Neither
45805,Neither,Play,Neither,Neither,Neither,Play
45806,Neither,Neither,Neither,Neither,Neither,Neither
45807,Neither,Neither,Neither,Neither,Play,Neither
45808,Neither,Neither,Neither,Science,Neither,Neither
45809,Science,Science,Neither,Play,Science,Science
45810,Science,Science,Science,Science,Science,Science
45811,Science,Science,Science,Science,Science,Science
45812,Science,Science,Science,Science,Science,Science
45813,Neither,Play,Play,Neither,Neither,Neither
45814,Neither,Neither,Neither,Neither,Neither,Play
45815,Neither,Science,Neither,Play,Neither,Neither
45816,Neither,Science,Science,Play,Neither,Neither
45817,Neither,Science,Neither,Neither,Neither,Neither
45818,Neither,Neither,Neither,Play,Science,Neither
45819,Neither,Neither,Neither,Play,Play,Neither
45820,Neither,Neither,Neither,Science,Science,Neither
45821,Neither,Neither,Neither,Play,Neither,Science
45822,Neither,Science,Neither,Science,Neither,Science
45823,Neither,Neither,Neither,Neither,Neither,Neither
45824,Neither,Neither,Neither,Science,Neither,Neither
45825,Neither,Neither,Neither,Neither,Neither,Neither
45826,Neither,Neither,Neither,Play,Neither,Neither
45827,Neither,Neither,Neither,Neither,Science,Neither
45828,Neither,Neither,Science,Play,Neither,Neither
45829,Neither,Neither,Neither,Play,Neither,Play
45830,Neither,Neither,Neither,Neither,Neither,Neither
45831,Neither,Neither,Neither,Neither,Neither,Neither
45832,Play,Play,Play,Play,Play,Science
45833,Neither,Neither,Neither,Play,Neither,Play
45834,Neither,Science,Neither,Neither,Play,Neither
45835,Neither,Play,Neither,Neither,Neither,Neither
45836,Neither,Neither,Neither,Play,Science,Neither
45837,Neither,Neither,Neither,Neither,Neither,Science
45838,Neither,Neither,Neither,Neither,Neither,Neither
45839,Neither,Neither,Neither,Neither,Neither,Neither
45840,Neither,Neither,Neither,Neither,Neither,Neither
45841,Neither,Neither,Science,Neither,Science,Neither
45842,Neither,Science,Neither,Neither,Neither,Play
45843,Neither,Neither,Neither,Neither,Science,Science
45844,Neither,Science,Neither,Neither,Neither,Play
45845,Neither,Neither,Science,Neither,Neither,Neither
45846,Neither,Neither,Neither,Science,Neither,Neither
45847,Neither,Neither,Neither,Neither,Neither,Neither
45848,Neither,Neither,Neither,Play,Neither,Play
45849,Neither,Neither,Neither,Science,Science,Play
45850,Neither,Play,Neither,Neither,Science,Neither
45851,Neither,Neither,Neither,Neither,Neither,Neither
45852,Neither,Neither,Neither,Science,Neither,Neither
45853,Neither,Science,Neither,Neither,Neither,Neither
45854,Neither,Neither,Neither,Neither,Neither,Neither
45855,Neither,Science,Neither,Neither,Neither,Neither
45856,Neither,Neither,Neither,Neither,Neither,Science
45857,Neither,Play,Neither,Neither,Play,Neither
45858,Neither,Neither,Neither,Neither,Science,Science
45859,Neither,Play,Neither,Neither,Neither,Neither
45860,Neither,Neither,Neither,Neither,Neither,Neither
45861,Neither,Neither,Science,Science,Neither,Neither
45862,Neither,Science,Science,Neither,Neither,Neither
45863,Neither,Science,Neither,Neither,Neither,Neither
45864,Neither,Neither,Neither,Neither,Neither,Science
45865,Neither,Neither,Neither,Neither,Neither,Neither
45866,Neither,Neither,Neither,Neither,Neither,Neither
45867,Neither,Play,Neither,Neither,Science,Science
45868,Neither,Play,Science,Science,Neither,Neither
45869,Neither,Neither,Science,Neither,Science,Science
45870,Neither,Neither,Neither,Neither,Neither,Neither
45871,Neither,Neither,Neither,Science,Science,Science
45872,Neither,Science,Neither,Neither,Science,Science
45873,Neither,Science,Neither,Neither,Science,Neither
45874,Neither,Neither,Science,Play,Neither,Science
45875,Neither,Neither,Neither,Neither,Neither,Science
45876,Neither,Science,Neither,Play,Neither,Neither
45877,Neither,Science,Science,Play,Neither,Neither
45878,Neither,Neither,Neither,Science,Neither,Neither
45879,Neither,Science,Neither,Science,Neither,Neither
45880,Neither,Neither,Neither,Neither,Neither,Neither
45881,Play,Play,Play,Play,Play,Play
45882,Neither,Neither,Neither,Science,Neither,Neither
45883,Neither,Neither,Neither,Neither,Neither,Neither
45884,Neither,Science,Neither,Play,Play,Neither
45885,Neither,Science,Neither,Science,Neither,Neither
45886,Neither,Science,Neither,Play,Neither,Neither
45887,Neither,Science,Neither,Science,Play,Neither
45888,Neither,Science,Neither,Play,Neither,Neither
45889,Neither,Science,Neither,Play,Neither,Neither
45890,Neither,Science,Neither,Play,Neither,Neither
45891,Neither,Neither,Neither,Science,Play,Neither
45892,Neither,Science,Neither,Science,Neither,Neither
45893,Neither,Science,Neither,Neither,Neither,Neither
45894,Neither,Science,Neither,Neither,Neither,Neither
45895,Neither,Neither,Neither,Science,Neither,Science
45896,Neither,Neither,Neither,Neither,Neither,Neither
45897,Neither,Science,Neither,Play,Neither,Neither
45898,Neither,Science,Neither,Play,Science,Neither
45899,Neither,Science,Science,Play,Science,Science
45900,Neither,Science,Neither,Play,Neither,Neither
45901,Neither,Neither,Neither,Neither,Neither,Neither
45902,Neither,Neither,Neither,Play,Neither,Neither
45903,Neither,Neither,Science,Science,Neither,Play
45904,Neither,Neither,Neither,Science,Science,Play
45905,Neither,Science,Neither,Science,Play,Neither
45906,Neither,Neither,Neither,Neither,Science,Neither
45907,Neither,Neither,Neither,Science,Neither,Neither
45908,Neither,Play,Neither,Neither,Neither,Science
45909,Neither,Neither,Neither,Play,Neither,Neither
45910,Neither,Neither,Neither,Neither,Neither,Neither
45911,Neither,Neither,Neither,Science,Science,Neither
45912,Neither,Neither,Neither,Science,Neither,Neither
45913,Neither,Neither,Neither,Neither,Science,Neither
45914,Neither,Neither,Neither,Science,Neither,Neither
45915,Science,Science,Science,Neither,Science,Neither
45916,Neither,Science,Neither,Play,Neither,Neither
45917,Neither,Neither,Neither,Play,Science,Neither
45918,Neither,Neither,Neither,Neither,Play,Play
45919,Neither,Neither,Play,Neither,Science,Neither
45920,Neither,Science,Neither,Play,Neither,Neither
45921,Neither,Science,Play,Neither,Neither,Neither
45922,Neither,Neither,Neither,Science,Science,Neither
45923,Neither,Neither,Play,Science,Play,Neither
45924,Neither,Science,Neither,Science,Neither,Play
45925,Neither,Neither,Neither,Neither,Neither,Neither
45926,Neither,Neither,Neither,Neither,Neither,Neither
45927,Neither,Neither,Neither,Play,Neither,Neither
45928,Neither,Science,Neither,Neither,Science,Science
45929,Neither,Science,Neither,Neither,Neither,Neither
45930,Neither,Science,Neither,Play,Play,Neither
45931,Neither,Neither,Neither,Neither,Science,Neither
45932,Neither,Science,Play,Play,Neither,Neither
45933,Neither,Science,Neither,Play,Science,Neither
45934,Neither,Science,Neither,Play,Play,Neither
45935,Neither,Neither,Neither,Neither,Science,Neither
45936,Neither,Science,Science,Neither,Neither,Science
45937,Neither,Neither,Neither,Neither,Neither,Neither
45938,Neither,Neither,Science,Neither,Science,Neither
45939,Neither,Neither,Neither,Science,Neither,Science
45940,Neither,Science,Science,Play,Neither,Neither
45941,Neither,Neither,Neither,Play,Neither,Neither
45942,Neither,Neither,Science,Science,Neither,Neither
45943,Neither,Science,Neither,Science,Neither,Neither
45944,Neither,Neither,Neither,Science,Neither,Neither
45945,Neither,Neither,Neither,Science,Science,Neither
45946,Neither,Neither,Neither,Science,Neither,Neither
45947,Neither,Neither,Neither,Play,Play,Neither
45948,Neither,Neither,Neither,Neither,Science,Science
45949,Neither,Neither,Play,Play,Neither,Neither
45950,Neither,Neither,Neither,Neither,Neither,Neither
45951,Neither,Neither,Neither,Science,Neither,Neither
45952,Neither,Neither,Neither,Science,Neither,Neither
45953,Neither,Science,Science,Play,Science,Play
45954,Neither,Science,Neither,Neither,Neither,Neither
45955,Neither,Neither,Neither,Neither,Neither,Neither
45956,Neither,Neither,Neither,Neither,Play,Neither
45957,Neither,Neither,Neither,Play,Science,Science
45958,Neither,Neither,Neither,Neither,Science,Neither
45959,Neither,Neither,Neither,Neither,Neither,Neither
45960,Neither,Science,Neither,Neither,Neither,Neither
45961,Neither,Neither,Science,Science,Neither,Neither
45962,Neither,Science,Neither,Neither,Science,Neither
45963,Neither,Neither,Play,Neither,Neither,Play
45964,Neither,Science,Neither,Science,Science,Neither
45965,Neither,Play,Neither,Neither,Neither,Science
45966,Neither,Neither,Science,Science,Neither,Neither
45967,Neither,Neither,Neither,Science,Neither,Neither
45968,Neither,Science,Science,Neither,Neither,Neither
45969,Neither,Neither,Neither,Neither,Neither,Neither
45970,Neither,Neither,Science,Science,Neither,Neither
45971,Neither,Science,Neither,Neither,Science,Neither
45972,Neither,Neither,Neither,Neither,Neither,Neither
45973,Neither,Neither,Neither,Neither,Neither,Neither
45974,Neither,Neither,Neither,Neither,Science,Science
45975,Neither,Science,Neither,Neither,Neither,Neither
45976,Neither,Play,Neither,Science,Neither,Neither
45977,Neither,Science,Science,Science,Science,Science
45978,Neither,Neither,Neither,Play,Science,Neither
45979,Neither,Neither,Neither,Neither,Play,Neither
45980,Neither,Neither,Neither,Play,Neither,Neither
45981,Neither,Neither,Neither,Play,Neither,Neither
45982,Neither,Science,Neither,Science,Play,Neither
45983,Neither,Neither,Neither,Neither,Neither,Neither
45984,Neither,Science,Neither,Neither,Neither,Neither
45985,Neither,Neither,Science,Neither,Neither,Neither
45986,Neither,Neither,Neither,Neither,Neither,Neither
45987,Neither,Neither,Neither,Neither,Neither,Neither
45988,Neither,Neither,Neither,Science,Neither,Neither
45989,Science,Science,Science,Science,Science,Science
45990,Neither,Science,Neither,Science,Science,Neither
45991,Neither,Science,Science,Neither,Science,Play
45992,Science,Science,Science,Neither,Science,Play
45993,Neither,Science,Neither,Science,Science,Science
45994,Neither,Science,Neither,Science,Neither,Neither
45995,Neither,Science,Science,Play,Neither,Science
45996,Neither,Neither,Neither,Science,Neither,Neither
45997,Neither,Science,Neither,Play,Neither,Play
45998,Neither,Neither,Neither,Neither,Neither,Neither
45999,Neither,Neither,Neither,Science,Neither,Neither
46000,Neither,Neither,Neither,Neither,Neither,Science
46001,Neither,Neither,Neither,Play,Science,Neither
46002,Neither,Neither,Science,Neither,Neither,Neither
46003,Neither,Neither,Neither,Neither,Neither,Neither
46004,Science,Science,Science,Science,Science,Science
46005,Neither,Neither,Neither,Play,Neither,Neither
46006,Neither,Neither,Neither,Play,Neither,Neither
46007,Neither,Neither,Neither,Neither,Neither,Play
46008,Science,Science,Science,Science,Neither,Science
46009,Neither,Neither,Neither,Play,Neither,Play
46010,Neither,Neither,Science,Play,Neither,Neither
46011,Neither,Neither,Science,Play,Science,Neither
46012,Neither,Neither,Neither,Science,Science,Neither
46013,Neither,Neither,Neither,Play,Neither,Science
46014,Neither,Neither,Neither,Neither,Neither,Neither
46015,Neither,Play,Neither,Neither,Play,Science
46016,Neither,Science,Neither,Science,Neither,Neither
46017,Neither,Science,Neither,Science,Neither,Neither
46018,Neither,Science,Science,Play,Science,Neither
46019,Neither,Neither,Science,Play,Neither,Neither
46020,Neither,Neither,Neither,Neither,Neither,Neither
46021,Neither,Neither,Neither,Neither,Neither,Neither
46022,Neither,Neither,Neither,Neither,Neither,Neither
46023,Neither,Neither,Neither,Neither,Neither,Neither
46024,Neither,Neither,Play,Neither,Neither,Neither
46025,Neither,Play,Neither,Neither,Science,Science
46026,Neither,Neither,Science,Neither,Neither,Neither
46027,Neither,Neither,Neither,Science,Play,Neither
46028,Neither,Science,Neither,Science,Neither,Play
46029,Neither,Neither,Neither,Science,Science,Science
46030,Neither,Neither,Neither,Neither,Neither,Neither
46031,Neither,Neither,Neither,Play,Science,Play
46032,Neither,Science,Neither,Science,Neither,Neither
46033,Neither,Neither,Neither,Science,Neither,Neither
46034,Neither,Neither,Neither,Neither,Play,Science
46035,Neither,Neither,Neither,Play,Neither,Neither
46036,Neither,Science,Neither,Science,Neither,Neither
46037,Neither,Science,Neither,Science,Neither,Neither
46038,Neither,Neither,Science,Science,Neither,Neither
46039,Neither,Neither,Neither,Play,Neither,Science
46040,Neither,Science,Neither,Science,Neither,Neither
46041,Neither,Science,Neither,Play,Neither,Science
46042,Neither,Neither,Neither,Science,Neither,Neither
46043,Neither,Neither,Neither,Neither,Neither,Neither
46044,Neither,Science,Neither,Neither,Neither,Neither
46045,Neither,Play,Play,Neither,Neither,Neither
46046,Neither,Neither,Science,Neither,Neither,Neither
46047,Neither,Neither,Neither,Neither,Neither,Play
46048,Neither,Neither,Neither,Neither,Neither,Neither
46049,Neither,Science,Neither,Neither,Play,Neither
46050,Neither,Neither,Neither,Neither,Play,Neither
46051,Neither,Science,Neither,Neither,Neither,Neither
46052,Neither,Neither,Neither,Neither,Neither,Neither
46053,Neither,Neither,Neither,Play,Neither,Neither
46054,Neither,Science,Neither,Neither,Neither,Neither
46055,Neither,Neither,Neither,Neither,Neither,Neither
46056,Neither,Neither,Science,Neither,Neither,Neither
46057,Neither,Neither,Neither,Neither,Neither,Neither
46058,Neither,Neither,Neither,Neither,Neither,Neither
46059,Neither,Neither,Neither,Neither,Neither,Neither
46060,Neither,Neither,Neither,Neither,Neither,Neither
46061,Neither,Neither,Neither,Neither,Neither,Neither
46062,Neither,Neither,Neither,Neither,Neither,Neither
46063,Neither,Science,Neither,Neither,Science,Neither
46064,Neither,Neither,Neither,Neither,Neither,Neither
46065,Neither,Neither,Neither,Neither,Neither,Neither
46066,Neither,Neither,Neither,Neither,Neither,Neither
46067,Neither,Neither,Neither,Neither,Neither,Neither
46068,Neither,Neither,Neither,Neither,Neither,Neither
46069,Neither,Neither,Neither,Science,Science,Neither
46070,Neither,Neither,Neither,Neither,Neither,Neither
46071,Neither,Neither,Neither,Science,Science,Neither
46072,Neither,Science,Neither,Neither,Neither,Neither
46073,Neither,Neither,Neither,Neither,Neither,Neither
46074,Neither,Neither,Neither,Neither,Play,Neither
46075,Neither,Neither,Neither,Neither,Neither,Neither
46076,Neither,Neither,Neither,Neither,Neither,Neither
46077,Science,Science,Science,Science,Science,Science
46078,Neither,Neither,Neither,Neither,Neither,Neither
46079,Neither,Neither,Neither,Neither,Neither,Neither
46080,Neither,Neither,Neither,Neither,Science,Neither
46081,Neither,Neither,Neither,Neither,Science,Neither
46082,Neither,Neither,Neither,Neither,Neither,Neither
46083,Neither,Neither,Neither,Science,Science,Neither
46084,Neither,Neither,Neither,Neither,Neither,Neither
46085,Neither,Science,Neither,Neither,Neither,Neither
46086,Neither,Science,Science,Neither,Play,Neither
46087,Neither,Science,Neither,Neither,Science,Neither
46088,Neither,Neither,Neither,Neither,Play,Science
46089,Neither,Neither,Neither,Neither,Science,Neither
46090,Neither,Neither,Neither,Neither,Neither,Neither
46091,Neither,Neither,Neither,Neither,Neither,Neither
46092,Neither,Neither,Neither,Science,Neither,Neither
46093,Neither,Neither,Neither,Neither,Neither,Neither
46094,Neither,Science,Neither,Neither,Neither,Neither
46095,Neither,Neither,Neither,Neither,Neither,Neither
46096,Neither,Science,Neither,Neither,Neither,Neither
46097,Neither,Neither,Neither,Science,Neither,Neither
46098,Neither,Neither,Neither,Neither,Neither,Neither
46099,Neither,Neither,Neither,Neither,Neither,Neither
46100,Neither,Neither,Neither,Neither,Neither,Neither
46101,Neither,Neither,Neither,Neither,Neither,Neither
46102,Neither,Neither,Neither,Neither,Neither,Neither
46103,Neither,Neither,Neither,Neither,Neither,Neither
46104,Neither,Neither,Neither,Neither,Neither,Neither
46105,Neither,Neither,Neither,Neither,Neither,Neither
46106,Neither,Neither,Neither,Neither,Neither,Neither
46107,Neither,Neither,Neither,Neither,Neither,Neither
46108,Neither,Neither,Neither,Neither,Neither,Neither
46109,Neither,Neither,Neither,Neither,Neither,Neither
46110,Neither,Neither,Neither,Neither,Neither,Neither
46111,Neither,Neither,Neither,Neither,Neither,Neither
46112,Neither,Neither,Neither,Neither,Science,Neither
46113,Neither,Science,Neither,Neither,Neither,Neither
46114,Neither,Neither,Neither,Science,Neither,Neither
46115,Neither,Neither,Neither,Neither,Neither,Neither
46116,Neither,Neither,Neither,Neither,Neither,Neither
46117,Neither,Neither,Neither,Science,Neither,Science
46118,Neither,Neither,Neither,Neither,Neither,Neither
46119,Neither,Neither,Neither,Neither,Neither,Neither
46120,Neither,Neither,Neither,Neither,Neither,Neither
46121,Neither,Neither,Neither,Neither,Neither,Neither
46122,Neither,Neither,Neither,Neither,Neither,Neither
46123,Neither,Neither,Play,Neither,Neither,Neither
46124,Neither,Neither,Neither,Neither,Neither,Neither
46125,Neither,Neither,Neither,Science,Neither,Neither
46126,Neither,Neither,Neither,Neither,Neither,Neither
46127,Neither,Neither,Neither,Neither,Neither,Science
46128,Neither,Neither,Neither,Neither,Neither,Neither
46129,Neither,Neither,Neither,Neither,Neither,Neither
46130,Neither,Neither,Neither,Neither,Neither,Neither
46131,Neither,Neither,Neither,Neither,Neither,Neither
46132,Neither,Neither,Neither,Neither,Neither,Neither
46133,Neither,Neither,Neither,Neither,Neither,Neither
46134,Neither,Neither,Neither,Neither,Neither,Neither
46135,Neither,Neither,Neither,Neither,Neither,Neither
46136,Neither,Neither,Neither,Neither,Neither,Neither
46137,Neither,Neither,Neither,Neither,Neither,Neither
46138,Neither,Neither,Neither,Neither,Neither,Neither
46139,Neither,Neither,Neither,Neither,Neither,Neither
46140,Neither,Neither,Neither,Neither,Neither,Neither
46141,Neither,Science,Neither,Science,Neither,Play
46142,Neither,Neither,Neither,Neither,Science,Neither
46143,Neither,Neither,Neither,Neither,Neither,Neither
46144,Neither,Neither,Neither,Neither,Neither,Science
46145,Neither,Neither,Neither,Neither,Neither,Neither
46146,Neither,Neither,Neither,Neither,Neither,Neither
46147,Neither,Neither,Neither,Neither,Neither,Neither
46148,Neither,Neither,Neither,Neither,Neither,Neither
46149,Neither,Neither,Neither,Neither,Neither,Neither
46150,Neither,Neither,Neither,Neither,Neither,Neither
46151,Neither,Neither,Neither,Science,Neither,Neither
46152,Neither,Neither,Neither,Neither,Neither,Neither
46153,Neither,Neither,Neither,Neither,Neither,Neither
46154,Neither,Neither,Neither,Neither,Neither,Neither
46155,Neither,Neither,Neither,Neither,Neither,Neither
46156,Neither,Neither,Neither,Neither,Neither,Neither
46157,Neither,Neither,Neither,Play,Neither,Science
46158,Neither,Neither,Neither,Science,Science,Neither
46159,Neither,Neither,Play,Science,Neither,Neither
46160,Neither,Science,Neither,Neither,Neither,Neither
46161,Neither,Neither,Neither,Neither,Neither,Neither
46162,Neither,Neither,Neither,Neither,Neither,Neither
46163,Neither,Neither,Neither,Neither,Neither,Neither
46164,Neither,Neither,Neither,Neither,Neither,Neither
46165,Neither,Neither,Neither,Play,Science,Neither
46166,Neither,Neither,Neither,Neither,Neither,Neither
46167,Neither,Neither,Neither,Neither,Neither,Neither
46168,Neither,Neither,Neither,Neither,Neither,Neither
46169,Neither,Neither,Neither,Neither,Neither,Neither
46170,Neither,Neither,Neither,Neither,Neither,Neither
46171,Neither,Neither,Neither,Neither,Neither,Neither
46172,Neither,Neither,Neither,Neither,Neither,Neither
46173,Neither,Neither,Neither,Science,Neither,Neither
46174,Neither,Neither,Neither,Neither,Play,Neither
46175,Neither,Neither,Neither,Neither,Neither,Neither
46176,Neither,Neither,Neither,Neither,Neither,Neither
46177,Neither,Neither,Neither,Neither,Science,Neither
46178,Neither,Neither,Neither,Neither,Neither,Neither
46179,Neither,Neither,Neither,Neither,Neither,Neither
46180,Neither,Neither,Science,Science,Neither,Neither
46181,Neither,Neither,Neither,Neither,Neither,Science
46182,Neither,Neither,Neither,Neither,Neither,Neither
46183,Neither,Neither,Neither,Neither,Neither,Neither
46184,Neither,Neither,Neither,Neither,Neither,Neither
46185,Neither,Neither,Neither,Neither,Neither,Neither
46186,Neither,Neither,Neither,Neither,Neither,Neither
46187,Neither,Neither,Neither,Neither,Neither,Neither
46188,Neither,Neither,Neither,Neither,Neither,Neither
46189,Neither,Neither,Neither,Neither,Neither,Neither
46190,Neither,Neither,Neither,Neither,Neither,Neither
46191,Neither,Neither,Neither,Neither,Neither,Neither
46192,Neither,Neither,Neither,Science,Neither,Neither
46193,Neither,Neither,Neither,Neither,Neither,Neither
46194,Neither,Neither,Neither,Neither,Neither,Neither
46195,Neither,Neither,Neither,Neither,Neither,Neither
